Codename,Puzzle,Points
compton-drew-data-MoonStone,repeat-ff,0
compton-drew-data-NightWalker,sequential-c,1
compton-drew-data-NightWalker,sequential-g,6
compton-drew-data-NightWalker,dotogether-o,0
compton-drew-data-NightWalker,dotogether-n,6
compton-drew-data-NightWalker,dotogether-m,7
compton-drew-data-NightWalker,dotogether-a,7
compton-drew-data-NightWalker,dotogether-e,8
compton-drew-data-NightWalker,dotogether-c,8
compton-drew-data-NightWalker,dotogether-d,0
compton-drew-data-NightWalker,dotogether-i,7
compton-drew-data-NightWalker,dotogether-l,5
compton-drew-data-NightWalker,dotogether-f,11
compton-drew-data-NightWalker,dotogether-b,6
compton-drew-data-NightWalker,dotogether-k,10
compton-drew-data-NightWalker,repeat-ee,3
compton-drew-data-NightWalker,repeat-gg,3
compton-drew-data-NightWalker,repeat-m,3
compton-drew-data-NightWalker,repeat-e,4
compton-drew-data-NightWalker,repeat-a,6
compton-drew-data-NightWalker,repeat-g,4
compton-drew-data-NightWalker,repeat-b,10
compton-drew-data-NightWalker,repeat-cc,-1
compton-drew-data-NightWalker,repeat-f,7
compton-drew-data-NightWalker,repeat-hh,0
compton-drew-data-NightWalker,repeat-c,4
compton-drew-data-PinkLeopard,sequential-g,6
compton-drew-data-PinkLeopard,dotogether-b,4
compton-drew-data-PinkLeopard,dotogether-m,8
compton-drew-data-PinkLeopard,dotogether-o,2
compton-drew-data-PinkLeopard,dotogether-e,2
compton-drew-data-PinkLeopard,dotogether-a,2
compton-drew-data-PinkLeopard,dotogether-d,4
compton-drew-data-PinkLeopard,dotogether-f,4
compton-drew-data-PinkLeopard,dotogether-l,5
compton-drew-data-PinkLeopard,dotogether-k,9
compton-drew-data-PinkLeopard,dotogether-j,7
compton-drew-data-PinkLeopard,dotogether-h,8
compton-drew-data-PinkLeopard,repeat-ee,0
compton-drew-data-PinkLeopard,repeat-f,0
compton-drew-data-PinkLeopard,repeat-m,8
compton-drew-data-PinkLeopard,repeat-b,5
compton-drew-data-PinkLeopard,repeat-g,0
compton-drew-data-PinkLeopard,repeat-e,4
compton-drew-data-PinkLeopard,repeat-a,9
compton-drew-data-PinkLeopard,repeat-cc,6
compton-drew-data-PinkLeopard,repeat-ii,1
compton-drew-data-PinkLeopard,repeat-c,5
compton-drew-data-PinkLeopard,repeat-ff,1
compton-drew-data-RedPanda,sequential-c,0
compton-drew-data-RedPanda,sequential-g,0
compton-drew-data-RedPanda,sequential-d,0
compton-drew-data-RedPanda,dotogether-b,0
compton-drew-data-RedPanda,dotogether-a,7
compton-drew-data-RedPanda,dotogether-o,1
compton-drew-data-RedPanda,dotogether-n,0
compton-drew-data-RedPanda,dotogether-m,0
compton-drew-data-RedPanda,dotogether-d,0
compton-drew-data-RedPanda,dotogether-l,0
compton-drew-data-RedPanda,dotogether-f,-3
compton-drew-data-RedPanda,dotogether-j,9
compton-drew-data-RedPanda,dotogether-k,10
compton-drew-data-RedPanda,dotogether-g,3
compton-drew-data-RedPanda,dotogether-e,6
compton-drew-data-RedPanda,dotogether-h,8
compton-drew-data-RedPanda,repeat-gg,0
compton-drew-data-RedPanda,repeat-ee,0
compton-drew-data-RedPanda,repeat-m,0
compton-drew-data-RedPanda,repeat-a,6
compton-drew-data-RedPanda,repeat-b,6
compton-drew-data-RedPanda,repeat-g,2
compton-drew-data-RedPanda,repeat-f,0
compton-drew-data-RedPanda,repeat-e,0
compton-drew-data-RedPanda,repeat-hh,3
compton-drew-data-RedPanda,repeat-c,0
compton-drew-data-RedPanda,repeat-ii,0
compton-drew-data-RedPanda,repeat-ff,4
compton-drew-data-RedPanda,repeat-o,0
compton-drew-data-RedPanda,repeat-j,0
compton-drew-data-RedPanda,repeat-w,2
compton-drew-data-RedPanda,repeat-l,0
compton-drew-data-RedPanda,repeat-y,6
compton-drew-data-RedPanda,repeat-y,6
compton-drew-data-RedPanda,repeat-r,6
compton-drew-data-RedPanda,repeat-z,0
compton-drew-data-RedPanda,repeat-s,11
compton-drew-data-RedPanda,repeat-aa,8
compton-drew-data-RedPanda,doinorder-a,3
compton-drew-data-RedPanda,doinorder-l,9
compton-drew-data-RedPanda,doinorder-n,6
compton-drew-data-RedPanda,doinorder-f,0
compton-drew-data-RedPanda,doinorder-b,1
compton-drew-data-RedPanda,doinorder-k,6
compton-drew-data-RedPanda,doinorder-g,7
compton-drew-data-RedPanda,doinorder-d,0
compton-drew-data-RedPanda,doinorder-w,10
compton-drew-data-RedPanda,doinorder-x,0
compton-drew-data-RedPanda,doinorder-p,4
compton-drew-data-RedPanda,doinorder-p,4
compton-drew-data-RedPanda,doinorder-s,7
compton-drew-data-RedPanda,doinorder-y,0
compton-drew-data-RedPanda,doinorder-z,0
compton-drew-data-RedPanda,doinorder-t,13
compton-drew-data-RedPanda,doinorder-u,0
compton-drew-data-RedPanda,doinorder-v,0
compton-drew-data-RedPanda,doinorder-v,0
compton-drew-data-RedPanda,doinorder-bb,6
compton-drew-data-RedPanda,doinorder-e,0
compton-drew-data-RedPanda,doinorder-e,0
compton-drew-data-RedPanda,doinorder-cc,8
compton-drew-data-RedPanda,doinorder-j,11
compton-drew-data-RedPanda,repeat-u,6
compton-drew-data-RedPanda,repeat-u,6
compton-drew-data-RedPanda,repeat-bb,7
compton-drew-data-RedPanda,integrative-h,12
compton-drew-data-RedPanda,integrative-e,0
compton-drew-data-RedPanda,integrative-e,0
compton-drew-data-RedPanda,integrative-b,0
compton-drew-data-RedPanda,integrative-i,5
compton-drew-data-RedPanda,integrative-i,5
compton-drew-data-RedPanda,integrative-a,6
compton-drew-data-RedPanda,integrative-a,6
compton-drew-data-RedPanda,integrative-a,6
compton-drew-data-RedPanda,integrative-g,0
compton-drew-data-RedPanda,integrative-d,-3
compton-drew-data-RubberDuck,sequential-g,2
compton-drew-data-RubberDuck,dotogether-m,3
compton-drew-data-RubberDuck,dotogether-b,6
compton-drew-data-RubberDuck,dotogether-n,6
compton-drew-data-RubberDuck,dotogether-a,6
compton-drew-data-RubberDuck,dotogether-e,0
compton-drew-data-RubberDuck,dotogether-c,0
compton-drew-data-RubberDuck,dotogether-i,10
compton-drew-data-RubberDuck,dotogether-i,10
compton-drew-data-RubberDuck,dotogether-f,8
compton-drew-data-RubberDuck,dotogether-l,5
compton-drew-data-RubberDuck,dotogether-j,10
compton-drew-data-RubberDuck,dotogether-g,0
compton-drew-data-RubberDuck,dotogether-g,0
compton-drew-data-RubberDuck,dotogether-k,6
compton-drew-data-RubberDuck,sequential-d,5
compton-drew-data-RubberDuck,sequential-c,4
compton-drew-data-RubberDuck,dotogether-d,4
compton-drew-data-RubberDuck,dotogether-o,4
compton-drew-data-RubberDuck,dotogether-h,5
compton-drew-data-RubberDuck,repeat-ee,0
compton-drew-data-RubberDuck,repeat-gg,2
compton-drew-data-RubberDuck,repeat-m,6
compton-drew-data-RubberDuck,repeat-a,0
compton-drew-data-RubberDuck,repeat-b,3
compton-drew-data-RubberDuck,repeat-g,2
compton-drew-data-RubberDuck,repeat-cc,0
compton-drew-data-RubberDuck,repeat-dd,5
compton-drew-data-RubberDuck,repeat-f,2
compton-drew-data-RubberDuck,repeat-hh,6
compton-drew-data-RubberDuck,repeat-ff,1
compton-drew-data-RubySlippers,sequential-g,0
compton-drew-data-RubySlippers,sequential-d,1
compton-drew-data-RubySlippers,dotogether-a,0
compton-drew-data-RubySlippers,sequential-c,1
compton-drew-data-RubySlippers,dotogether-n,0
compton-drew-data-RubySlippers,dotogether-b,0
compton-drew-data-RubySlippers,dotogether-m,0
compton-drew-data-RubySlippers,dotogether-e,0
compton-drew-data-RubySlippers,dotogether-o,0
compton-drew-data-RubySlippers,dotogether-l,0
compton-drew-data-RubySlippers,dotogether-d,0
compton-drew-data-RubySlippers,dotogether-c,0
compton-drew-data-RubySlippers,dotogether-i,4
compton-drew-data-RubySlippers,dotogether-f,0
compton-drew-data-RubySlippers,dotogether-k,4
compton-drew-data-RubySlippers,dotogether-g,6
compton-drew-data-RubySlippers,dotogether-h,8
compton-drew-data-RubySlippers,repeat-gg,0
compton-drew-data-RubySlippers,repeat-ee,0
compton-drew-data-RubySlippers,repeat-m,0
compton-drew-data-RubySlippers,repeat-e,0
compton-drew-data-RubySlippers,repeat-f,0
compton-drew-data-RubySlippers,repeat-g,0
compton-drew-data-RubySlippers,repeat-a,0
compton-drew-data-RubySlippers,repeat-cc,-3
compton-drew-data-RubySlippers,repeat-dd,0
compton-drew-data-RubySlippers,repeat-hh,1
compton-drew-data-RubySlippers,repeat-ii,1
compton-drew-data-RubySlippers,repeat-ff,0
compton-drew-data-RubySlippers,repeat-o,11
compton-drew-data-RubySlippers,repeat-j,0
compton-drew-data-RubySlippers,repeat-n,3
compton-drew-data-RubySlippers,repeat-l,0
compton-drew-data-RubySlippers,repeat-x,9
compton-drew-data-RubySlippers,repeat-w,0
compton-drew-data-RubySlippers,repeat-p,0
compton-drew-data-RubySlippers,repeat-q,0
compton-drew-data-RubySlippers,repeat-y,3
compton-drew-data-RubySlippers,repeat-s,1
compton-drew-data-RubySlippers,repeat-z,3
compton-drew-data-RubySlippers,repeat-i,7
compton-drew-data-RubySlippers,repeat-aa,0
compton-drew-data-RubySlippers,doinorder-l,-3
compton-drew-data-RubySlippers,doinorder-a,0
compton-drew-data-RubySlippers,doinorder-n,3
compton-drew-data-RubySlippers,doinorder-k,0
compton-drew-data-RubySlippers,doinorder-f,0
compton-drew-data-RubySlippers,doinorder-o,8
compton-drew-data-RubySlippers,doinorder-g,3
compton-drew-data-RubySlippers,doinorder-d,0
compton-drew-data-RubySlippers,doinorder-q,0
compton-drew-data-RubySlippers,doinorder-p,0
compton-drew-data-RubySlippers,doinorder-y,0
compton-drew-data-RubySlippers,doinorder-r,7
compton-drew-data-RubySlippers,doinorder-b,0
compton-drew-data-RubySlippers,doinorder-s,0
compton-drew-data-RubySlippers,doinorder-z,6
compton-drew-data-RubySlippers,doinorder-m,-2
compton-drew-data-RubySlippers,doinorder-w,9
compton-drew-data-RubySlippers,doinorder-t,9
compton-drew-data-RubySlippers,doinorder-u,0
compton-drew-data-RubySlippers,doinorder-h,-1
compton-drew-data-RubySlippers,doinorder-j,-11
compton-drew-data-RubySlippers,doinorder-cc,0
compton-drew-data-RubySlippers,doinorder-e,0
compton-drew-data-RubySlippers,repeat-t,0
compton-drew-data-SpaceInvader,sequential-c,0
compton-drew-data-SpaceInvader,sequential-g,5
compton-drew-data-SpaceInvader,dotogether-a,6
compton-drew-data-SpaceInvader,dotogether-o,0
compton-drew-data-SpaceInvader,dotogether-n,6
compton-drew-data-SpaceInvader,dotogether-e,0
compton-drew-data-SpaceInvader,dotogether-b,0
compton-drew-data-SpaceInvader,dotogether-m,0
compton-drew-data-SpaceInvader,dotogether-d,0
compton-drew-data-SpaceInvader,dotogether-c,2
compton-drew-data-SpaceInvader,dotogether-l,0
compton-drew-data-SpaceInvader,dotogether-i,0
compton-drew-data-SpaceInvader,dotogether-f,0
compton-drew-data-SpaceInvader,dotogether-g,8
compton-drew-data-SpaceInvader,dotogether-j,11
compton-drew-data-SpaceInvader,sequential-d,0
compton-drew-data-SpaceInvader,dotogether-k,10
compton-drew-data-SpaceInvader,dotogether-h,1
compton-drew-data-SpaceInvader,repeat-gg,0
compton-drew-data-SpaceInvader,repeat-ee,0
compton-drew-data-SpaceInvader,repeat-f,5
compton-drew-data-SpaceInvader,repeat-m,0
compton-drew-data-SpaceInvader,repeat-e,0
compton-drew-data-SpaceInvader,repeat-a,6
compton-drew-data-SpaceInvader,repeat-dd,0
compton-drew-data-SpaceInvader,repeat-b,0
compton-drew-data-SpaceInvader,repeat-g,0
compton-drew-data-SpaceInvader,repeat-hh,5
compton-drew-data-SpaceInvader,repeat-cc,0
compton-drew-data-SpaceInvader,repeat-ii,0
compton-drew-data-SpaceInvader,repeat-c,0
compton-drew-data-SpaceInvader,repeat-ff,0
compton-drew-data-SpaceInvader,repeat-i,0
compton-drew-data-SpaceInvader,repeat-j,0
compton-drew-data-SpaceInvader,repeat-o,0
compton-drew-data-SpaceInvader,repeat-w,0
compton-drew-data-SpaceInvader,repeat-l,0
compton-drew-data-SpaceInvader,repeat-q,0
compton-drew-data-SpaceInvader,repeat-x,8
compton-drew-data-SpaceInvader,repeat-r,1
compton-drew-data-SpaceInvader,repeat-n,0
compton-drew-data-SpaceInvader,repeat-p,0
compton-drew-data-SpaceInvader,repeat-y,9
compton-drew-data-SpaceInvader,repeat-z,11
compton-drew-data-SpaceInvader,repeat-aa,0
compton-drew-data-SpaceInvader,doinorder-a,0
compton-drew-data-SpaceInvader,doinorder-k,0
compton-drew-data-SpaceInvader,doinorder-l,0
compton-drew-data-SpaceInvader,doinorder-n,0
compton-drew-data-SpaceInvader,doinorder-f,0
compton-drew-data-SpaceInvader,doinorder-w,8
compton-drew-data-SpaceInvader,doinorder-o,9
compton-drew-data-SpaceInvader,doinorder-g,0
compton-drew-data-SpaceInvader,doinorder-d,0
compton-drew-data-SpaceInvader,doinorder-x,6
compton-drew-data-SpaceInvader,doinorder-q,0
compton-drew-data-SpaceInvader,doinorder-p,3
compton-drew-data-SpaceInvader,doinorder-s,0
compton-drew-data-SpaceInvader,doinorder-m,2
compton-drew-data-SpaceInvader,doinorder-r,0
compton-drew-data-SpaceInvader,doinorder-y,0
compton-drew-data-SpaceInvader,doinorder-u,0
compton-drew-data-SpaceInvader,doinorder-v,0
compton-drew-data-SpaceInvader,doinorder-h,6
compton-drew-data-SpaceInvader,doinorder-j,0
compton-drew-data-SpaceInvader,doinorder-bb,0
compton-drew-data-SpaceInvader,doinorder-e,0
compton-drew-data-SpaceInvader,repeat-u,0
compton-drew-data-SpaceInvader,repeat-t,0
compton-drew-data-SpaceInvader,repeat-bb,-3
compton-drew-data-SpaceInvader,integrative-h,0
compton-drew-data-SpaceInvader,integrative-i,0
compton-drew-data-SpaceInvader,integrative-b,0
compton-drew-data-SpaceInvader,integrative-e,0
compton-drew-data-SpaceInvader,integrative-c,-1
compton-drew-data-SpaceInvader,integrative-f,0
compton-drew-data-SpaceInvader,integrative-a,3
compton-drew-data-SpaceInvader,integrative-g,0
compton-drew-data-SpaceInvader,integrative-d,0
compton-drew-data-SunFlower,sequential-g,2
compton-drew-data-SunFlower,sequential-c,0
compton-drew-data-SunFlower,dotogether-o,0
compton-drew-data-SunFlower,dotogether-n,6
compton-drew-data-SunFlower,dotogether-b,0
compton-drew-data-SunFlower,dotogether-m,0
compton-drew-data-SunFlower,dotogether-e,8
compton-drew-data-SunFlower,dotogether-c,6
compton-drew-data-SunFlower,dotogether-d,0
compton-drew-data-SunFlower,dotogether-l,0
compton-drew-data-SunFlower,dotogether-i,0
compton-drew-data-SunFlower,dotogether-f,4
compton-drew-data-SunFlower,dotogether-g,3
compton-drew-data-SunFlower,dotogether-j,-2
compton-drew-data-SunFlower,dotogether-k,6
compton-drew-data-SunFlower,dotogether-a,8
compton-drew-data-SunFlower,sequential-d,7
compton-drew-data-SunFlower,dotogether-h,4
compton-drew-data-SunFlower,repeat-ee,0
compton-drew-data-SunFlower,repeat-gg,2
compton-drew-data-SunFlower,repeat-m,0
compton-drew-data-SunFlower,repeat-f,4
compton-drew-data-SunFlower,repeat-a,3
compton-drew-data-SunFlower,repeat-g,1
compton-drew-data-SunFlower,repeat-dd,-2
compton-drew-data-SunFlower,repeat-hh,1
compton-drew-data-SunFlower,repeat-c,9
compton-drew-data-SunFlower,repeat-ff,2
compton-drew-data-SunFlower,repeat-o,0
compton-drew-data-SunFlower,repeat-j,5
compton-drew-data-SunFlower,repeat-n,10
compton-drew-data-SunFlower,repeat-x,11
compton-drew-data-SunFlower,repeat-w,2
compton-drew-data-SunFlower,repeat-l,7
compton-drew-data-SunFlower,repeat-r,0
compton-drew-data-SunFlower,repeat-s,8
compton-drew-data-SunFlower,repeat-z,8
compton-drew-data-SunFlower,repeat-aa,2
compton-drew-data-SunFlower,doinorder-n,1
compton-drew-data-SunFlower,doinorder-f,6
compton-drew-data-SunFlower,doinorder-a,9
compton-drew-data-SunFlower,doinorder-l,5
compton-drew-data-SunFlower,doinorder-k,5
compton-drew-data-SunFlower,doinorder-w,4
compton-drew-data-SunFlower,doinorder-g,0
compton-drew-data-SunFlower,doinorder-x,9
compton-drew-data-SunFlower,doinorder-p,5
compton-drew-data-SunFlower,doinorder-r,2
compton-drew-data-SunFlower,doinorder-d,8
compton-drew-data-SunFlower,doinorder-y,0
compton-drew-data-SunFlower,doinorder-q,2
compton-drew-data-SunFlower,doinorder-b,0
compton-drew-data-SunFlower,doinorder-t,3
compton-drew-data-WaterMarble,sequential-c,0
compton-drew-data-WaterMarble,sequential-d,5
compton-drew-data-WaterMarble,sequential-g,0
compton-drew-data-WaterMarble,dotogether-b,0
compton-drew-data-WaterMarble,dotogether-a,0
compton-drew-data-WaterMarble,dotogether-o,0
compton-drew-data-WaterMarble,dotogether-n,5
compton-drew-data-WaterMarble,dotogether-m,0
compton-drew-data-WaterMarble,dotogether-c,0
compton-drew-data-WaterMarble,dotogether-e,0
compton-drew-data-WaterMarble,dotogether-d,0
compton-drew-data-WaterMarble,dotogether-f,4
compton-drew-data-WaterMarble,dotogether-l,0
compton-drew-data-WaterMarble,dotogether-i,0
compton-drew-data-WaterMarble,dotogether-k,9
compton-drew-data-WaterMarble,dotogether-j,1
compton-drew-data-WaterMarble,dotogether-g,0
compton-drew-data-WaterMarble,dotogether-h,0
compton-drew-data-WaterMarble,repeat-gg,6
compton-drew-data-WaterMarble,repeat-ee,0
compton-drew-data-WaterMarble,repeat-e,6
compton-drew-data-WaterMarble,repeat-f,0
compton-drew-data-WaterMarble,repeat-m,0
compton-drew-data-WaterMarble,repeat-a,0
compton-drew-data-WaterMarble,repeat-b,4
compton-drew-data-WaterMarble,repeat-g,0
compton-drew-data-WaterMarble,repeat-dd,0
compton-drew-data-WaterMarble,repeat-cc,0
compton-drew-data-WaterMarble,repeat-hh,0
compton-drew-data-WaterMarble,repeat-ii,-2
compton-drew-data-WaterMarble,repeat-c,0
compton-drew-data-WaterMarble,repeat-ff,0
compton-drew-data-WaterMarble,repeat-j,0
compton-drew-data-WaterMarble,repeat-o,8
compton-drew-data-WaterMarble,repeat-i,0
compton-drew-data-WaterMarble,repeat-n,0
compton-drew-data-WaterMarble,repeat-w,3
compton-drew-data-WaterMarble,repeat-q,5
compton-drew-data-WaterMarble,repeat-l,4
compton-drew-data-WaterMarble,repeat-x,0
compton-drew-data-WaterMarble,repeat-p,0
compton-drew-data-WaterMarble,repeat-y,0
compton-drew-data-WaterMarble,repeat-r,0
compton-drew-data-WaterMarble,repeat-s,1
compton-drew-data-WaterMarble,repeat-z,0
compton-drew-data-WaterMarble,repeat-aa,0
compton-drew-data-WaterMarble,doinorder-l,5
compton-drew-data-WaterMarble,doinorder-a,0
compton-drew-data-WaterMarble,doinorder-k,0
compton-drew-data-WaterMarble,doinorder-f,0
compton-drew-data-WaterMarble,doinorder-w,0
compton-drew-data-WaterMarble,doinorder-n,5
compton-drew-data-WaterMarble,doinorder-b,0
compton-drew-data-WaterMarble,doinorder-o,12
compton-drew-data-WaterMarble,doinorder-g,-4
compton-drew-data-WaterMarble,doinorder-x,0
compton-drew-data-WaterMarble,doinorder-p,7
compton-drew-data-WaterMarble,doinorder-d,0
compton-drew-data-WaterMarble,doinorder-q,3
compton-drew-data-WaterMarble,doinorder-r,0
compton-drew-data-WaterMarble,doinorder-s,0
compton-drew-data-WaterMarble,doinorder-y,0
compton-drew-data-WaterMarble,doinorder-m,0
compton-drew-data-WaterMarble,doinorder-t,0
compton-drew-data-WaterMarble,doinorder-z,0
compton-drew-data-WaterMarble,doinorder-u,0
compton-drew-data-WaterMarble,doinorder-j,0
compton-drew-data-WaterMarble,doinorder-h,2
compton-drew-data-WaterMarble,doinorder-v,4
compton-drew-data-WaterMarble,doinorder-cc,3
compton-drew-data-WaterMarble,doinorder-bb,10
compton-drew-data-WaterMarble,doinorder-e,0
compton-drew-data-WaterMarble,repeat-u,3
compton-drew-data-WaterMarble,repeat-bb,-11
compton-drew-data-WaterMarble,repeat-t,3
compton-drew-data-WaterMarble,integrative-b,0
compton-drew-data-WaterMarble,integrative-h,10
compton-drew-data-WaterMarble,integrative-e,0
compton-drew-data-WaterMarble,integrative-c,4
compton-drew-data-WaterMarble,integrative-i,3
compton-drew-data-WaterMarble,integrative-f,0
compton-drew-data-WaterMarble,integrative-a,0
compton-drew-data-WaterMarble,integrative-g,0
compton-drew-data-WaterMarble,integrative-d,5
girlscouts-data-AcuteTriangle,sequential-c,0
girlscouts-data-AcuteTriangle,sequential-g,5
girlscouts-data-AcuteTriangle,dotogether-o,0
girlscouts-data-AcuteTriangle,sequential-d,-2
girlscouts-data-AcuteTriangle,dotogether-m,0
girlscouts-data-AcuteTriangle,dotogether-a,0
girlscouts-data-AcuteTriangle,dotogether-e,8
girlscouts-data-AcuteTriangle,dotogether-b,0
girlscouts-data-AcuteTriangle,dotogether-n,6
girlscouts-data-AcuteTriangle,dotogether-c,0
girlscouts-data-AcuteTriangle,dotogether-d,3
girlscouts-data-AcuteTriangle,dotogether-f,0
girlscouts-data-AcuteTriangle,dotogether-i,3
girlscouts-data-AcuteTriangle,dotogether-k,4
girlscouts-data-AcuteTriangle,dotogether-g,3
girlscouts-data-AcuteTriangle,dotogether-j,4
girlscouts-data-AcuteTriangle,dotogether-l,4
girlscouts-data-AcuteTriangle,dotogether-h,8
girlscouts-data-AcuteTriangle,repeat-e,7
girlscouts-data-AcuteTriangle,repeat-m,0
girlscouts-data-AcuteTriangle,repeat-f,3
girlscouts-data-AcuteTriangle,repeat-gg,3
girlscouts-data-AcuteTriangle,repeat-a,7
girlscouts-data-AcuteTriangle,repeat-g,2
girlscouts-data-AcuteTriangle,repeat-dd,2
girlscouts-data-AcuteTriangle,repeat-hh,6
girlscouts-data-AcuteTriangle,repeat-c,9
girlscouts-data-AcuteTriangle,repeat-ii,6
girlscouts-data-AcuteTriangle,repeat-ee,0
girlscouts-data-AcuteTriangle,repeat-cc,1
girlscouts-data-AcuteTriangle,repeat-ff,5
girlscouts-data-AcuteTriangle,repeat-o,10
girlscouts-data-AcuteTriangle,repeat-n,1
girlscouts-data-AcuteTriangle,repeat-i,0
girlscouts-data-AcuteTriangle,repeat-l,6
girlscouts-data-AcuteTriangle,repeat-j,4
girlscouts-data-AcuteTriangle,repeat-w,0
girlscouts-data-AcuteTriangle,repeat-q,0
girlscouts-data-AcuteTriangle,repeat-y,3
girlscouts-data-AcuteTriangle,repeat-r,0
girlscouts-data-AcuteTriangle,repeat-r,0
girlscouts-data-AcuteTriangle,repeat-z,5
girlscouts-data-AcuteTriangle,repeat-aa,10
girlscouts-data-AcuteTriangle,doinorder-n,0
girlscouts-data-AcuteTriangle,doinorder-a,5
girlscouts-data-AcuteTriangle,doinorder-k,0
girlscouts-data-AcuteTriangle,doinorder-w,10
girlscouts-data-AcuteTriangle,doinorder-g,0
girlscouts-data-AcuteTriangle,doinorder-f,0
girlscouts-data-AcuteTriangle,doinorder-b,4
girlscouts-data-AcuteTriangle,doinorder-l,8
girlscouts-data-AcuteTriangle,doinorder-o,3
girlscouts-data-AcuteTriangle,doinorder-p,0
girlscouts-data-AcuteTriangle,doinorder-d,1
girlscouts-data-AcuteTriangle,doinorder-y,10
girlscouts-data-AcuteTriangle,doinorder-s,6
girlscouts-data-AcuteTriangle,doinorder-r,11
girlscouts-data-AcuteTriangle,doinorder-x,5
girlscouts-data-AcuteTriangle,doinorder-z,0
girlscouts-data-AcuteTriangle,doinorder-u,0
girlscouts-data-AcuteTriangle,doinorder-v,3
girlscouts-data-AcuteTriangle,doinorder-bb,0
girlscouts-data-AcuteTriangle,doinorder-e,0
girlscouts-data-AcuteTriangle,doinorder-cc,0
girlscouts-data-AcuteTriangle,doinorder-j,-1
girlscouts-data-AcuteTriangle,repeat-bb,3
girlscouts-data-AcuteTriangle,repeat-t,10
girlscouts-data-AcuteTriangle,integrative-e,0
girlscouts-data-AcuteTriangle,integrative-b,9
girlscouts-data-AcuteTriangle,repeat-u,4
girlscouts-data-AcuteTriangle,integrative-c,5
girlscouts-data-AcuteTriangle,integrative-h,4
girlscouts-data-AprilShowers,sequential-c,-2
girlscouts-data-AprilShowers,sequential-d,0
girlscouts-data-AprilShowers,dotogether-a,0
girlscouts-data-AprilShowers,dotogether-o,0
girlscouts-data-AprilShowers,sequential-g,5
girlscouts-data-AprilShowers,dotogether-n,0
girlscouts-data-AprilShowers,dotogether-m,0
girlscouts-data-AprilShowers,dotogether-b,0
girlscouts-data-AprilShowers,dotogether-e,8
girlscouts-data-AprilShowers,dotogether-c,0
girlscouts-data-AprilShowers,dotogether-i,7
girlscouts-data-AprilShowers,dotogether-d,4
girlscouts-data-AprilShowers,dotogether-k,7
girlscouts-data-AprilShowers,dotogether-l,1
girlscouts-data-AprilShowers,dotogether-g,6
girlscouts-data-AprilShowers,dotogether-h,0
girlscouts-data-AprilShowers,repeat-gg,3
girlscouts-data-AprilShowers,repeat-e,6
girlscouts-data-AprilShowers,repeat-f,2
girlscouts-data-AprilShowers,repeat-m,4
girlscouts-data-AprilShowers,repeat-b,3
girlscouts-data-AprilShowers,repeat-g,0
girlscouts-data-AprilShowers,repeat-g,0
girlscouts-data-AprilShowers,repeat-g,0
girlscouts-data-AprilShowers,repeat-g,0
girlscouts-data-AprilShowers,repeat-dd,1
girlscouts-data-AprilShowers,repeat-hh,-1
girlscouts-data-AprilShowers,repeat-c,4
girlscouts-data-AprilShowers,repeat-cc,4
girlscouts-data-AprilShowers,repeat-ff,4
girlscouts-data-AprilShowers,repeat-j,5
girlscouts-data-AprilShowers,repeat-o,10
girlscouts-data-AprilShowers,repeat-i,4
girlscouts-data-AprilShowers,repeat-i,4
girlscouts-data-AprilShowers,repeat-n,10
girlscouts-data-AprilShowers,repeat-x,10
girlscouts-data-AprilShowers,repeat-w,0
girlscouts-data-AprilShowers,repeat-q,1
girlscouts-data-AprilShowers,repeat-p,5
girlscouts-data-AprilShowers,repeat-r,7
girlscouts-data-AprilShowers,repeat-z,5
girlscouts-data-AprilShowers,repeat-aa,3
girlscouts-data-BabyCub,sequential-g,-7
girlscouts-data-BabyCub,sequential-d,0
girlscouts-data-BabyCub,sequential-c,0
girlscouts-data-BabyCub,dotogether-a,0
girlscouts-data-BabyCub,dotogether-b,0
girlscouts-data-BabyCub,dotogether-m,0
girlscouts-data-BabyCub,dotogether-e,0
girlscouts-data-BabyCub,dotogether-n,0
girlscouts-data-BabyCub,dotogether-o,0
girlscouts-data-BabyCub,dotogether-d,0
girlscouts-data-BabyCub,dotogether-f,4
girlscouts-data-BabyCub,dotogether-i,1
girlscouts-data-BabyCub,dotogether-k,6
girlscouts-data-BabyCub,dotogether-l,0
girlscouts-data-BabyCub,dotogether-h,0
girlscouts-data-BabyCub,repeat-e,0
girlscouts-data-BabyCub,repeat-m,0
girlscouts-data-BabyCub,repeat-gg,0
girlscouts-data-BabyCub,repeat-ee,0
girlscouts-data-BabyCub,repeat-ee,0
girlscouts-data-BabyCub,repeat-f,2
girlscouts-data-BabyCub,repeat-a,0
girlscouts-data-BabyCub,repeat-b,6
girlscouts-data-BabyCub,repeat-g,0
girlscouts-data-BabyCub,repeat-dd,1
girlscouts-data-BabyCub,repeat-cc,0
girlscouts-data-BabyCub,repeat-hh,4
girlscouts-data-BabyCub,repeat-ii,0
girlscouts-data-BabyCub,repeat-c,0
girlscouts-data-BabyCub,repeat-ff,4
girlscouts-data-BabyCub,repeat-j,6
girlscouts-data-BabyCub,repeat-o,0
girlscouts-data-BabyCub,repeat-l,6
girlscouts-data-BabyCub,repeat-i,0
girlscouts-data-BabyCub,repeat-q,0
girlscouts-data-BabyCub,repeat-n,0
